parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
ospitare,fondamentale,,v.tr.,verbo,,v.tr.
ospite,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
ospizio,alta_disponibilita,,s.m.,sostantivo,maschile,
osservare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
osservazione,alto_uso,,s.f.,sostantivo,femminile,
ossessione,alto_uso,,s.f.,sostantivo,femminile,
ossia,alto_uso,,cong.,congiunzione,,
ossigeno,alto_uso,,s.m.,sostantivo,maschile,
osso,fondamentale,,s.m.,sostantivo,maschile,
ostacolare,alto_uso,,v.tr.,verbo,,v.tr.
ostacolo,alto_uso,,s.m.,sostantivo,maschile,
ostaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
oste,alta_disponibilita,1,s.m.,sostantivo,maschile,
ostile,alto_uso,,agg.,aggettivo,,
ostinato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
ostrica,alta_disponibilita,,s.f.,sostantivo,femminile,
ottanta,alto_uso,,"agg.num.card.inv., s.m.inv.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; invariabile,
ottavo,alto_uso,,"agg.num.ord., s.m.",aggettivo numerale ordinale; aggettivo; sostantivo,maschile,
ottenere,fondamentale,,v.tr.,verbo,,v.tr.
ottica,alto_uso,1,s.f.,sostantivo,femminile,
ottimo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
otto,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; femminile; invariabile; plurale,
ottobre,fondamentale,,s.m.,sostantivo,maschile,
ottone,alta_disponibilita,,s.m.,sostantivo,maschile,
ovale,alta_disponibilita,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
ovatta,alto_uso,,s.f.,sostantivo,femminile,
ove,alto_uso,,"avv., cong.",avverbio; congiunzione,,
ovest,alto_uso,,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
ovile,alta_disponibilita,,s.m.,sostantivo,maschile,
ovino,alta_disponibilita,1,"agg., s.m.",aggettivo; sostantivo,maschile,
ovunque,fondamentale,,"avv., cong.",avverbio; congiunzione,,
ovvero,fondamentale,,cong.,congiunzione,,
ovviamente,fondamentale,,avv.,avverbio,,
ovviare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
ovvio,alto_uso,,agg.,aggettivo,,
ozono,alta_disponibilita,,s.m.,sostantivo,maschile,
pacchetto,alto_uso,1,s.m.,sostantivo,maschile,
pacco,alto_uso,,s.m.,sostantivo,maschile,
pace,fondamentale,1,s.f.,sostantivo,femminile,
padella,alta_disponibilita,,s.f.,sostantivo,femminile,
padre,fondamentale,,s.m.,sostantivo,maschile,
padrona,alto_uso,,s.f.,sostantivo,femminile,
padronato,alta_disponibilita,,s.m.,sostantivo,maschile,
padrone,fondamentale,,s.m.,sostantivo,maschile,
padroneggiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
paesaggio,alto_uso,,s.m.,sostantivo,maschile,
paese,fondamentale,,s.m.,sostantivo,maschile,
paga,alto_uso,,"s.f., s.m.inv.",sostantivo,maschile; femminile; invariabile,
pagamento,fondamentale,,s.m.,sostantivo,maschile,
pagare,fondamentale,,v.tr.,verbo,,v.tr.
pagella,alta_disponibilita,,s.f.,sostantivo,femminile,
pagina,fondamentale,,s.f.,sostantivo,femminile,
paglia,alto_uso,,"s.f., s.m.inv., agg. inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
pagliaio,alta_disponibilita,,s.m.,sostantivo,maschile,
pago,alto_uso,3,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
paio,fondamentale,,s.m.,sostantivo,maschile,
pala,alto_uso,1,s.f.,sostantivo,femminile,
palato,alta_disponibilita,1,s.m.,sostantivo,maschile,
palazzina,alta_disponibilita,,s.f.,sostantivo,femminile,
palazzo,fondamentale,,s.m.,sostantivo,maschile,
palco,alto_uso,,s.m.,sostantivo,maschile,
palcoscenico,alto_uso,,s.m.,sostantivo,maschile,
palermitano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
palestinese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
palestra,alto_uso,,s.f.,sostantivo,femminile,
paletta,alta_disponibilita,1,s.f.,sostantivo,femminile,
palla,fondamentale,1,s.f.,sostantivo,femminile,
pallacanestro,alta_disponibilita,,s.f.,sostantivo,femminile,
pallanuoto,alta_disponibilita,,s.f.,sostantivo,femminile,
pallavolo,alta_disponibilita,,s.f.,sostantivo,femminile,
pallido,alto_uso,,agg.,aggettivo,,
pallina,alto_uso,,s.f.,sostantivo,femminile,
pallino,alta_disponibilita,,s.m.,sostantivo,maschile,
palloncino,alta_disponibilita,,s.m.,sostantivo,maschile,
pallone,alto_uso,,s.m.,sostantivo,maschile,
pallottola,alta_disponibilita,,s.f.,sostantivo,femminile,
pallottoliere,alta_disponibilita,,s.m.,sostantivo,maschile,
palma,alta_disponibilita,1,s.f.,sostantivo,femminile,
palo,alto_uso,,s.m.,sostantivo,maschile,
palombaro,alta_disponibilita,,s.m.,sostantivo,maschile,
palpebra,alta_disponibilita,,s.f.,sostantivo,femminile,
palude,alta_disponibilita,,s.f.,sostantivo,femminile,
panca,alta_disponibilita,,s.f.,sostantivo,femminile,
pancarrè,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
pancetta,alta_disponibilita,,s.f.,sostantivo,femminile,
panchina,alto_uso,,s.f.,sostantivo,femminile,
pancia,alto_uso,,s.f.,sostantivo,femminile,
panciotto,alto_uso,,s.m.,sostantivo,maschile,
panda,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
pandoro,alta_disponibilita,,s.m.,sostantivo,maschile,
pane,fondamentale,1,s.m.,sostantivo,maschile,
panetteria,alta_disponibilita,,s.f.,sostantivo,femminile,
panettiere,alta_disponibilita,,s.m.,sostantivo,maschile,
panettone,alta_disponibilita,,s.m.,sostantivo,maschile,
panico,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
paniere,alta_disponibilita,,s.m.,sostantivo,maschile,
panino,alto_uso,,s.m.,sostantivo,maschile,
panna,alto_uso,1,s.f.,sostantivo,femminile,
pannello,alto_uso,,s.m.,sostantivo,maschile,
panno,alto_uso,,s.m.,sostantivo,maschile,
pannocchia,alta_disponibilita,,s.f.,sostantivo,femminile,
pannolino,alta_disponibilita,1,s.m.,sostantivo,maschile,
pannolone,alta_disponibilita,,s.m.,sostantivo,maschile,
panorama,alto_uso,,s.m.,sostantivo,maschile,
pantalone,alto_uso,1,s.m.,sostantivo,maschile,
pantera,alta_disponibilita,1,s.f.,sostantivo,femminile,
pantofola,alta_disponibilita,,s.f.,sostantivo,femminile,
panzerotto,alta_disponibilita,,s.m.,sostantivo,maschile,
papa,fondamentale,,s.m.,sostantivo,maschile,
papà,fondamentale,,s.m.inv.,sostantivo,maschile; invariabile,
papavero,alta_disponibilita,,s.m.,sostantivo,maschile,
papera,alta_disponibilita,,s.f.,sostantivo,femminile,
papero,alta_disponibilita,,s.m.,sostantivo,maschile,
pappa,alta_disponibilita,1,s.f.,sostantivo,femminile,
pappagallo,alta_disponibilita,,s.m.,sostantivo,maschile,
parabola,alta_disponibilita,2,s.f.,sostantivo,femminile,
parabrezza,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
paracadute,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
paracadutista,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
paradiso,alto_uso,1,s.m.,sostantivo,maschile,
paradosso,alto_uso,1,"s.m., agg.",sostantivo; aggettivo,maschile,
parafulmine,alta_disponibilita,,s.m.,sostantivo,maschile,
paragonare,alto_uso,,v.tr.,verbo,,v.tr.
paragone,alto_uso,,s.m.,sostantivo,maschile,
paralisi,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
paralizzato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
parallelepipedo,alta_disponibilita,,s.m.,sostantivo,maschile,
parallelo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
paralume,alta_disponibilita,,s.m.,sostantivo,maschile,
parametro,alto_uso,,s.m.,sostantivo,maschile,
paraocchi,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
parare,alto_uso,,v.tr.,verbo,,v.tr.
paraurti,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
paravento,alta_disponibilita,,s.m.,sostantivo,maschile,
parcheggiare,alto_uso,,v.tr.,verbo,,v.tr.
parcheggio,alto_uso,,s.m.,sostantivo,maschile,
parco,fondamentale,1,s.m.,sostantivo,maschile,
parecchio,fondamentale,,"agg.indef., pron.indef., avv., agg.",aggettivo indefinito; aggettivo; pronome; avverbio,femminile,
pareggiare,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
pareggio,alta_disponibilita,1,s.m.,sostantivo,maschile,
parente,fondamentale,,s.m. e f.,sostantivo,maschile e femminile,
parentesi,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
parere,fondamentale,1,v.intr.,verbo,,v.intr.
parere,fondamentale,2,s.m.,sostantivo,maschile,
parete,fondamentale,,s.f.,sostantivo,femminile,
pari,fondamentale,1,"agg.inv., avv., s.m. e f.inv.",aggettivo; avverbio; sostantivo,maschile e femminile; invariabile,
parigino,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
parità,alta_disponibilita,1,s.f.inv.,sostantivo,femminile; invariabile,
parlamentare,alto_uso,1,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
parlamento,alto_uso,,s.m.,sostantivo,maschile,
parlare,fondamentale,1,v.intr. e tr.,verbo,,v.intr. e tr.
parmigiano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
parola,fondamentale,,s.f.,sostantivo,femminile,
parquet,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
parroco,alta_disponibilita,,s.m.,sostantivo,maschile,
parrucca,alta_disponibilita,,s.f.,sostantivo,femminile,
parrucchiere,alta_disponibilita,,s.m.,sostantivo,maschile,
parte,fondamentale,,"s.f., avv.",sostantivo; avverbio,femminile,
partecipante,alto_uso,,"p.pres., agg., s.m. e f.",verbo; participio presente; aggettivo; sostantivo,maschile e femminile,p.pres.
partecipare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
partecipazione,alto_uso,,s.f.,sostantivo,femminile,
parteggiare,alta_disponibilita,1,v.intr.,verbo,,v.intr.
partenza,fondamentale,,s.f.,sostantivo,femminile,
particella,alto_uso,,s.f.,sostantivo,femminile,
particolare,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
particolarmente,fondamentale,,avv.,avverbio,,
partigiano,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
partire,fondamentale,1,v.intr.,verbo,,v.intr.
partita,fondamentale,1,s.f.,sostantivo,femminile,
partito,fondamentale,1,s.m.,sostantivo,maschile,
partner,alto_uso,,s.m. e f.inv.,sostantivo,maschile e femminile; invariabile,
parto,alto_uso,1,s.m.,sostantivo,maschile,
partorire,alto_uso,,v.tr.,verbo,,v.tr.
party,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
parziale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
parzialmente,alto_uso,,avv.,avverbio,,
pascolare,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
pasqua,alta_disponibilita,,s.f.,sostantivo,femminile,
pasquale,alto_uso,,agg.,aggettivo,,
passaggio,fondamentale,,s.m.,sostantivo,maschile,
passare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
passata,alta_disponibilita,,s.f.,sostantivo,femminile,
passatempo,alta_disponibilita,,s.m.,sostantivo,maschile,
passato,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
passeggero,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
passeggiare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
passeggiata,alto_uso,,s.f.,sostantivo,femminile,
passeggio,alto_uso,,s.m.,sostantivo,maschile,
passero,alta_disponibilita,,s.m.,sostantivo,maschile,
passione,fondamentale,,s.f.,sostantivo,femminile,
passivo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
passo,fondamentale,1,s.m.,sostantivo,maschile,
pasta,fondamentale,,s.f.,sostantivo,femminile,
pasticca,alta_disponibilita,,s.f.,sostantivo,femminile,
pasticcere,alta_disponibilita,,s.m.,sostantivo,maschile,
pasticceria,alta_disponibilita,,s.f.,sostantivo,femminile,
pasticcino,alta_disponibilita,,s.m.,sostantivo,maschile,
pasticcio,alta_disponibilita,,s.m.,sostantivo,maschile,
pastiglia,alta_disponibilita,,s.f.,sostantivo,femminile,
pastina,alta_disponibilita,,s.f.,sostantivo,femminile,
pasto,alto_uso,1,s.m.,sostantivo,maschile,
pastore,alto_uso,,s.m.,sostantivo,maschile,
patata,alto_uso,,s.f.,sostantivo,femminile,
patatina,alta_disponibilita,,s.f.,sostantivo,femminile,
patè,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
patente,alto_uso,1,s.f.,sostantivo,femminile,
patetico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
patologia,alto_uso,,s.f.,sostantivo,femminile,
patria,alto_uso,,s.f.,sostantivo,femminile,
patrimonio,alto_uso,,s.m.,sostantivo,maschile,
pattinaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
pattinare,alta_disponibilita,,v.intr.,verbo,,v.intr.
pattino,alta_disponibilita,1,s.m.,sostantivo,maschile,
patto,alto_uso,,s.m.,sostantivo,maschile,
pattumiera,alta_disponibilita,,s.f.,sostantivo,femminile,
paura,fondamentale,,s.f.,sostantivo,femminile,
pauroso,alta_disponibilita,,agg.,aggettivo,,
pausa,fondamentale,,s.f.,sostantivo,femminile,
pavimento,alto_uso,,s.m.,sostantivo,maschile,
pavone,alta_disponibilita,,"s.m., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
paziente,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
pazienza,fondamentale,,s.f.,sostantivo,femminile,
pazza,alta_disponibilita,,s.f.,sostantivo,femminile,
pazzesco,alto_uso,,agg.,aggettivo,,
pazzo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
peccato,alto_uso,1,"s.m., inter.",sostantivo; interiezione,maschile,
peccatore,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
pechinese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
pecora,alto_uso,,s.f.,sostantivo,femminile,
pecorino,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
pedalare,alta_disponibilita,,v.intr.,verbo,,v.intr.
pedale,alta_disponibilita,,"s.m., s.f., agg.",sostantivo; aggettivo,maschile; femminile,
pedone,alta_disponibilita,1,"s.m., agg.",sostantivo; aggettivo,maschile,
peggio,fondamentale,,"avv., agg.inv., s.m.inv.",avverbio; aggettivo; sostantivo,maschile; invariabile,
peggioramento,alto_uso,,s.m.,sostantivo,maschile,
peggiorare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
peggiore,alto_uso,,"agg., s.m. e f., avv.",aggettivo; sostantivo; avverbio,maschile e femminile,
pelato,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
pelle,fondamentale,1,s.f.,sostantivo,femminile,
pellegrino,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
pellerossa,alta_disponibilita,,"agg.inv., s.m. e f.inv.",aggettivo; sostantivo,maschile e femminile; invariabile,
pelletteria,alta_disponibilita,,s.f.,sostantivo,femminile,
pellicola,alto_uso,,s.f.,sostantivo,femminile,
pelo,alto_uso,,s.m.,sostantivo,maschile,
peloso,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
peluche,alta_disponibilita,,s.f. e m.inv.,sostantivo,femminile e maschile; invariabile,
pena,fondamentale,,s.f.,sostantivo,femminile,
penale,alto_uso,,"agg., s.f., s.m.",aggettivo; sostantivo,maschile; femminile,
pendere,alto_uso,,v.intr.,verbo,,v.intr.
pendolo,alta_disponibilita,1,s.m.,sostantivo,maschile,
pene,alto_uso,,s.m.,sostantivo,maschile,
penetrare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
penisola,alta_disponibilita,,s.f.,sostantivo,femminile,
penna,alto_uso,,s.f.,sostantivo,femminile,
pennarello,alta_disponibilita,,s.m.,sostantivo,maschile,
pensare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
pensiero,fondamentale,,s.m.,sostantivo,maschile,
pensionato,alta_disponibilita,1,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
pensione,fondamentale,,s.f.,sostantivo,femminile,
pentagono,alta_disponibilita,,s.m.,sostantivo,maschile,
pentirsi,alto_uso,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
pentola,alto_uso,,s.f.,sostantivo,femminile,
penultimo,alta_disponibilita,,agg.,aggettivo,,
pepe,alta_disponibilita,,s.m.,sostantivo,maschile,
peperoncino,alta_disponibilita,,s.m.,sostantivo,maschile,
peperone,alta_disponibilita,,s.m.,sostantivo,maschile,
per,fondamentale,,prep.,preposizione,,
pera,alta_disponibilita,1,s.f.,sostantivo,femminile,
peraltro,alto_uso,,avv.,avverbio,,
percentuale,alto_uso,,"agg., s.f.",aggettivo; sostantivo,femminile,
percepire,fondamentale,,v.tr.,verbo,,v.tr.
percezione,alto_uso,,s.f.,sostantivo,femminile,
perché,fondamentale,,"avv., cong., s.m.inv.",avverbio; congiunzione; sostantivo,maschile; invariabile,
perciò,fondamentale,,cong.,congiunzione,,
percorrere,alto_uso,,v.tr.,verbo,,v.tr.
percorso,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
perdere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
perdita,fondamentale,,s.f.,sostantivo,femminile,
perdonare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
perdono,alto_uso,,s.m.,sostantivo,maschile,
perduto,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
perfettamente,fondamentale,,avv.,avverbio,,
perfetto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
perfezione,alto_uso,,s.f.,sostantivo,femminile,
perfino,fondamentale,,"avv., prep.",avverbio; preposizione,,
pergola,alta_disponibilita,1,s.f.,sostantivo,femminile,
pergolato,alta_disponibilita,1,"s.m., agg.",sostantivo; aggettivo,maschile,
pericolo,fondamentale,,s.m.,sostantivo,maschile,
pericoloso,fondamentale,,agg.,aggettivo,,
periferia,alto_uso,,s.f.,sostantivo,femminile,
periodico,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
periodo,fondamentale,,s.m.,sostantivo,maschile,
perito,alto_uso,1,"s.m., agg.",sostantivo; aggettivo,maschile,
perla,alto_uso,,"s.f., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
permaloso,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
permanente,alto_uso,,"p.pres., agg., s.f.",verbo; participio presente; aggettivo; sostantivo,femminile,p.pres.
permesso,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
permettere,fondamentale,,v.tr.,verbo,,v.tr.
pero,alta_disponibilita,,s.m.,sostantivo,maschile,
però,fondamentale,,cong.,congiunzione,,
perpendicolare,alta_disponibilita,,"agg., s.f.",aggettivo; sostantivo,femminile,
perplesso,alto_uso,,agg.,aggettivo,,
perquisizione,alto_uso,,s.f.,sostantivo,femminile,
perseguire,alto_uso,,v.tr.,verbo,,v.tr.
persiana,alta_disponibilita,,s.f.,sostantivo,femminile,
persiano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
persino,fondamentale,,avv.,avverbio,,
perso,alto_uso,1,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
persona,fondamentale,,s.f.,sostantivo,femminile,
personaggio,fondamentale,,s.m.,sostantivo,maschile,
personale,fondamentale,1,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
personale,fondamentale,2,s.m.,sostantivo,maschile,
personalità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
personalmente,fondamentale,,avv.,avverbio,,
pertanto,alto_uso,,cong.,congiunzione,,
perugino,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
peruviano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
pervenire,alto_uso,,v.intr.,verbo,,v.intr.
pesante,fondamentale,,"p.pres., agg., avv.",verbo; participio presente; aggettivo; avverbio,,p.pres.
pesare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
pesca,alta_disponibilita,2,"s.f., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
pesca,alta_disponibilita,1,s.f.,sostantivo,femminile,
pescare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
pescatore,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
pesce,fondamentale,,s.m.,sostantivo,maschile,
peschereccio,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
pescheria,alta_disponibilita,,s.f.,sostantivo,femminile,
pesco,alta_disponibilita,1,s.m.,sostantivo,maschile,
peso,fondamentale,1,s.m.,sostantivo,maschile,
pessimo,alto_uso,,agg.,aggettivo,,
pestare,alta_disponibilita,,v.tr.,verbo,,v.tr.
peste,alta_disponibilita,,s.f.,sostantivo,femminile,
pesto,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
petalo,alta_disponibilita,,s.m.,sostantivo,maschile,
petardo,alta_disponibilita,,s.m.,sostantivo,maschile,
petroliera,alta_disponibilita,,s.f.,sostantivo,femminile,
petrolio,alto_uso,,"s.m., s.m.inv.",sostantivo,maschile; invariabile,
pettegolezzo,alta_disponibilita,,s.m.,sostantivo,maschile,
pettegolo,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
