parola,categoria,prefisso_numerico,info_grammaticale
passo,fondamentale,1,s.m.
pasta,fondamentale,,s.f.
pasticca,alta_disponibilita,,s.f.
pasticcere,alta_disponibilita,,s.m.
pasticceria,alta_disponibilita,,s.f.
pasticcino,alta_disponibilita,,s.m.
pasticcio,alta_disponibilita,,s.m.
pastiglia,alta_disponibilita,,s.f.
pastina,alta_disponibilita,,s.f.
pasto,alto_uso,1,s.m.
pastore,alto_uso,,s.m.
patata,alto_uso,,s.f.
patatina,alta_disponibilita,,s.f.
patè,alta_disponibilita,,s.m.inv.
patente,alto_uso,1,s.f.
patetico,alto_uso,,"agg., s.m."
patologia,alto_uso,,s.f.
patria,alto_uso,,s.f.
patrimonio,alto_uso,,s.m.
pattinaggio,alta_disponibilita,,s.m.
pattinare,alta_disponibilita,,v.intr.
pattino,alta_disponibilita,1,s.m.
patto,alto_uso,,s.m.
pattumiera,alta_disponibilita,,s.f.
paura,fondamentale,,s.f.
pauroso,alta_disponibilita,,agg.
pausa,fondamentale,,s.f.
pavimento,alto_uso,,s.m.
pavone,alta_disponibilita,,"s.m., s.m.inv., agg.inv."
paziente,fondamentale,,"agg., s.m. e f."
pazienza,fondamentale,,s.f.
pazza,alta_disponibilita,,s.f.
pazzesco,alto_uso,,agg.
pazzo,fondamentale,,"agg., s.m."
peccato,alto_uso,1,"s.m., inter."
peccatore,alta_disponibilita,,"s.m., agg."
pechinese,alta_disponibilita,,"agg., s.m. e f."
pecora,alto_uso,,s.f.
pecorino,alta_disponibilita,,"agg., s.m."
pedalare,alta_disponibilita,,v.intr.
pedale,alta_disponibilita,,"s.m., s.f., agg."
pedone,alta_disponibilita,1,"s.m., agg."
peggio,fondamentale,,"avv., agg.inv., s.m.inv."
peggioramento,alto_uso,,s.m.
peggiorare,alto_uso,,v.tr. e intr.
peggiore,alto_uso,,"agg., s.m. e f., avv."
pelato,alta_disponibilita,,"p.pass., agg., s.m."
pelle,fondamentale,1,s.f.
pellegrino,alta_disponibilita,,"s.m., agg."
pellerossa,alta_disponibilita,,"agg.inv., s.m. e f.inv."
pelletteria,alta_disponibilita,,s.f.
pellicola,alto_uso,,s.f.
pelo,alto_uso,,s.m.
peloso,alta_disponibilita,,"agg., s.m."
peluche,alta_disponibilita,,s.f. e m.inv.
pena,fondamentale,,s.f.
penale,alto_uso,,"agg., s.f., s.m."
pendere,alto_uso,,v.intr.
pendolo,alta_disponibilita,1,s.m.
pene,alto_uso,,s.m.
penetrare,alto_uso,,v.intr. e tr.
penisola,alta_disponibilita,,s.f.
penna,alto_uso,,s.f.
pennarello,alta_disponibilita,,s.m.
pensare,fondamentale,,v.intr. e tr.
pensiero,fondamentale,,s.m.
pensionato,alta_disponibilita,1,"p.pass., agg., s.m."
pensione,fondamentale,,s.f.
pentagono,alta_disponibilita,,s.m.
pentirsi,alto_uso,,v.pronom.intr.
pentola,alto_uso,,s.f.
penultimo,alta_disponibilita,,agg.
pepe,alta_disponibilita,,s.m.
peperoncino,alta_disponibilita,,s.m.
peperone,alta_disponibilita,,s.m.
per,fondamentale,,prep.
pera,alta_disponibilita,1,s.f.
peraltro,alto_uso,,avv.
percentuale,alto_uso,,"agg., s.f."
percepire,fondamentale,,v.tr.
percezione,alto_uso,,s.f.
perché,fondamentale,,"avv., cong., s.m.inv."
perciò,fondamentale,,cong.
percorrere,alto_uso,,v.tr.
percorso,fondamentale,,"p.pass., agg., s.m."
perdere,fondamentale,,v.tr. e intr.
perdita,fondamentale,,s.f.
perdonare,fondamentale,,v.tr. e intr.
perdono,alto_uso,,s.m.
perduto,alto_uso,,"p.pass., agg."
perfettamente,fondamentale,,avv.
perfetto,fondamentale,,"p.pass., agg., s.m."
perfezione,alto_uso,,s.f.
perfino,fondamentale,,"avv., prep."
pergola,alta_disponibilita,1,s.f.
pergolato,alta_disponibilita,1,"s.m., agg."
pericolo,fondamentale,,s.m.
pericoloso,fondamentale,,agg.
periferia,alto_uso,,s.f.
periodico,alto_uso,1,"agg., s.m."
periodo,fondamentale,,s.m.
perito,alto_uso,1,"s.m., agg."
perla,alto_uso,,"s.f., s.m.inv., agg.inv."
permaloso,alta_disponibilita,,"agg., s.m."
permanente,alto_uso,,"p.pres., agg., s.f."
permesso,alto_uso,,"p.pass., agg., s.m."
permettere,fondamentale,,v.tr.
pero,alta_disponibilita,,s.m.
però,fondamentale,,cong.
perpendicolare,alta_disponibilita,,"agg., s.f."
perplesso,alto_uso,,agg.
perquisizione,alto_uso,,s.f.
perseguire,alto_uso,,v.tr.
persiana,alta_disponibilita,,s.f.
persiano,alto_uso,,"agg., s.m."
persino,fondamentale,,avv.
perso,alto_uso,1,"p.pass., agg."
persona,fondamentale,,s.f.
personaggio,fondamentale,,s.m.
personale,fondamentale,1,"agg., s.m., s.f."
personale,fondamentale,2,s.m.
personalità,alto_uso,,s.f.inv.
personalmente,fondamentale,,avv.
pertanto,alto_uso,,cong.
perugino,alta_disponibilita,,"agg., s.m."
peruviano,alta_disponibilita,,"agg., s.m."
pervenire,alto_uso,,v.intr.
pesante,fondamentale,,"p.pres., agg., avv."
pesare,alto_uso,,v.tr. e intr.
pesca,alta_disponibilita,2,"s.f., s.m.inv., agg.inv."
pesca,alta_disponibilita,1,s.f.
pescare,alto_uso,,v.tr. e intr.
pescatore,alto_uso,,"s.m., agg."
pesce,fondamentale,,s.m.
peschereccio,alta_disponibilita,,"s.m., agg."
pescheria,alta_disponibilita,,s.f.
pesco,alta_disponibilita,1,s.m.
peso,fondamentale,1,s.m.
pessimo,alto_uso,,agg.
pestare,alta_disponibilita,,v.tr.
peste,alta_disponibilita,,s.f.
pesto,alta_disponibilita,,"p.pass., agg., s.m."
petalo,alta_disponibilita,,s.m.
petardo,alta_disponibilita,,s.m.
petroliera,alta_disponibilita,,s.f.
petrolio,alto_uso,,"s.m., s.m.inv."
pettegolezzo,alta_disponibilita,,s.m.
pettegolo,alta_disponibilita,,"agg., s.m."
pettinare,alta_disponibilita,,v.tr.
pettinatura,alta_disponibilita,,s.f.
pettine,alta_disponibilita,,s.m.
pettirosso,alta_disponibilita,,s.m.
petto,fondamentale,1,s.m.
pezza,alta_disponibilita,,s.f.
pezzetto,alto_uso,,s.m.
pezzo,fondamentale,1,s.m.
pezzuola,alta_disponibilita,,s.f.
pi,alta_disponibilita,1,s.f. e m.inv.
piacere,fondamentale,1,v.intr.
piacere,fondamentale,2,s.m.
piacevole,alto_uso,,agg.
piadina,alta_disponibilita,,s.f.
piaga,alta_disponibilita,1,s.f.
pialla,alta_disponibilita,,s.f.
piallare,alta_disponibilita,,v.tr.
pianeggiante,alta_disponibilita,,"p.pres., agg."
pianerottolo,alto_uso,,s.m.
pianeta,fondamentale,1,s.m. e f.
piangere,fondamentale,,"v.intr. e tr., s.m."
piano,fondamentale,1,s.m.
piano,fondamentale,2,s.m.
piano,fondamentale,4,"agg., avv."
pianoforte,alto_uso,,s.m.
pianoterra,alta_disponibilita,,s.m.inv.
pianta,fondamentale,,s.f.
piantare,alto_uso,,v.tr.
pianto,alto_uso,1,s.m.
pianura,alto_uso,,s.f.
piastra,alta_disponibilita,,s.f.
piattaforma,alto_uso,,s.f.
piatto,fondamentale,,"agg., s.m."
piazza,fondamentale,,s.f.
piazzale,alto_uso,,s.m.
piazzare,alto_uso,,v.tr.
piccante,alta_disponibilita,,agg.
picchiare,alto_uso,1,v.tr. e intr.
piccino,alta_disponibilita,,"agg., s.m."
piccione,alta_disponibilita,,s.m.
picco,alto_uso,1,s.m.
piccolo,fondamentale,,"agg., s.m."
piccone,alta_disponibilita,,s.m.
picnic,alta_disponibilita,,s.m.inv.
pidocchio,alta_disponibilita,,s.m.
piede,fondamentale,,s.m.
piega,alto_uso,,s.f.
piegare,alto_uso,,v.tr. e intr.
pieghevole,alto_uso,,"agg., s.m."
piemontese,alto_uso,,"agg., s.m. e f."
piena,alta_disponibilita,,s.f.
pienamente,alto_uso,,avv.
pieno,fondamentale,1,"agg., s.m."
pietà,alto_uso,,s.f.inv.
pietra,fondamentale,,s.f.
pigiama,alta_disponibilita,,s.m.
pigione,alta_disponibilita,,s.f.
pigliare,alto_uso,,v.tr. e intr.
pigna,alta_disponibilita,,s.f.
pigrizia,alta_disponibilita,,s.f.
pigro,alta_disponibilita,,"agg., s.m."
pila,alto_uso,1,s.f.
pillola,alto_uso,,s.f.
pilota,alto_uso,,s.m.
pineta,alta_disponibilita,,s.f.
ping-pong,alta_disponibilita,,s.m.inv.
pinguino,alta_disponibilita,,s.m.
pinna,alta_disponibilita,,s.f.
pinolo,alta_disponibilita,1,s.m.
pinza,alta_disponibilita,1,s.f.
pinzetta,alta_disponibilita,,s.f.
pioggia,fondamentale,,s.f.
piombo,alto_uso,,"s.m., agg.inv., s.m.inv."
pioppo,alta_disponibilita,1,s.m.
piovere,alto_uso,,"v.intr., v.tr."
piovoso,alta_disponibilita,,"agg., s.m."
pipì,alta_disponibilita,1,"s.f.inv., s.m.inv."
pipistrello,alta_disponibilita,,s.m.
pirata,alto_uso,,s.m.
piscina,alto_uso,,s.f.
pisello,alta_disponibilita,,"s.m., s.m.inv., agg. inv."
pisolino,alta_disponibilita,,s.m.
pista,alto_uso,,s.f.
pistacchio,alta_disponibilita,,"s.m., s.m.inv., agg.inv."
pistola,fondamentale,1,"s.f., s.m.inv."
pittare,alta_disponibilita,1,v.tr.
pittore,alto_uso,,"s.m., agg."
pittura,alto_uso,,s.f.
pitturare,alta_disponibilita,,v.tr.
più,fondamentale,,"avv., agg.compar.inv., prep., s.m.inv."
piuma,alta_disponibilita,,"s.f., s.m.inv."
piumino,alta_disponibilita,,s.m.
piuttosto,fondamentale,,avv.
pizza,alto_uso,,s.f.
pizzeria,alta_disponibilita,,s.f.
pizzetta,alta_disponibilita,1,s.f.
pizzicare,alta_disponibilita,,v.tr. e intr.
pizzo,alta_disponibilita,,s.m.
plaid,alta_disponibilita,,s.m.inv.
plastica,alto_uso,1,s.f.
plastico,alto_uso,1,"agg., s.m."
platano,alta_disponibilita,,s.m.
platino,alta_disponibilita,,"s.m., s.m.inv., agg.inv."
plurale,alta_disponibilita,,"s.m., agg."
pneumatico,alta_disponibilita,1,s.m.
pochino,alto_uso,,s.m.
poco,fondamentale,,"agg.indef., pron.indef., s.m., avv."
podere,alta_disponibilita,1,s.m.
poema,alto_uso,,s.m.
poesia,fondamentale,,s.f.
poeta,fondamentale,,s.m.
poetico,alto_uso,,"agg., s.m."
poggiapiedi,alta_disponibilita,,s.m.inv.
poggiare,alta_disponibilita,1,v.tr. e intr.
poi,fondamentale,,avv.
poiché,fondamentale,,cong.
poker,alto_uso,,s.m.inv.
polacco,alto_uso,,"agg., s.m."
polemica,alto_uso,,s.f.
polenta,alta_disponibilita,,s.f.
polipo,alta_disponibilita,,s.m.
politica,fondamentale,1,s.f.
politico,fondamentale,1,"agg., s.m."
polizia,fondamentale,1,s.f.
poliziotto,fondamentale,,s.m.
pollaio,alta_disponibilita,,s.m.
pollame,alta_disponibilita,,s.m.
pollice,alto_uso,,s.m.
pollo,alta_disponibilita,,s.m.
polmone,alto_uso,,s.m.
polo,alto_uso,1,s.m.
polpa,alta_disponibilita,,s.f.
polpastrello,alta_disponibilita,,s.m.
polpetta,alta_disponibilita,,s.f.
polpo,alta_disponibilita,,s.m.
polsino,alta_disponibilita,,s.m.
polso,alto_uso,,s.m.
poltrona,alto_uso,1,s.f.
polvere,fondamentale,,s.f.
polverina,alta_disponibilita,,s.f.
polveroso,alta_disponibilita,,agg.
pomata,alta_disponibilita,,s.f.
pomello,alta_disponibilita,,s.m.
pomeriggio,fondamentale,,s.m.
pomodoro,alto_uso,,s.m.
pompa,alto_uso,1,s.f.
pompelmo,alta_disponibilita,,s.m.
pompiere,alta_disponibilita,1,s.m.
ponte,fondamentale,,s.m.
pony,alta_disponibilita,1,s.m.inv.
pop,alto_uso,,"agg.inv., s.m.inv."
popolare,fondamentale,1,"agg., s.m."
popolare,fondamentale,2,v.tr.
popolarità,alta_disponibilita,,s.f.inv.
popolazione,fondamentale,,s.f.
popolo,fondamentale,1,s.m.
porcellana,alta_disponibilita,1,s.f.
porcheria,alta_disponibilita,,s.f.
porco,alto_uso,,"s.m., agg."
porgere,alto_uso,,v.tr. e intr.
porno,alto_uso,,"agg.inv., s.m.inv."
porre,fondamentale,,v.tr. e intr.
porta,fondamentale,1,s.f.
portabagagli,alta_disponibilita,,"s.m.inv., agg.inv."
portacenere,alta_disponibilita,,s.m.inv.
portachiavi,alta_disponibilita,,s.m.inv.
portacipria,alta_disponibilita,,s.m.inv.
portaerei,alta_disponibilita,,s.f.inv.
portafinestra,alta_disponibilita,,s.f.
portafoglio,alto_uso,,s.m.
portafortuna,alta_disponibilita,,s.m.inv.
portale,alto_uso,1,s.m.
portamonete,alta_disponibilita,,s.m.inv.
portaombrelli,alta_disponibilita,,s.m.inv.
portare,fondamentale,,v.tr. e intr.
portata,alto_uso,,s.f.
portatore,alto_uso,,"agg., s.m."
portiere,alto_uso,,s.m.
portineria,alto_uso,,s.f.
porto,fondamentale,1,s.m.
portoghese,alto_uso,,"agg., s.m. e f."
portone,alto_uso,,s.m.
porzione,alto_uso,,s.f.
posa,alto_uso,,s.f.
posacenere,alta_disponibilita,,s.m.inv.
posare,alto_uso,,v.tr. e intr.
posata,alta_disponibilita,1,s.f.
positivo,fondamentale,,"agg., s.m., avv."
posizionare,alto_uso,,v.tr.
posizione,fondamentale,,s.f.
possedere,fondamentale,,v.tr.
possesso,alto_uso,1,s.m.
possibile,fondamentale,,"agg., s.m."
possibilità,fondamentale,,s.f.inv.
post,alto_uso,2,s.m.inv.
posta,fondamentale,1,s.f.
postale,alto_uso,,agg.
postare,alto_uso,2,v.tr.
posteggiatore,alta_disponibilita,,s.m.
posteriore,alto_uso,,"agg., s.m."
postino,alta_disponibilita,,"s.m., agg."
posto,fondamentale,1,s.m.
potare,alta_disponibilita,1,v.tr.
potente,fondamentale,,"p.pres., agg., s.m."
potentino,alta_disponibilita,,"agg., s.m."
potenza,alto_uso,,s.f.
potenziale,alto_uso,,"agg., s.m."
potere,fondamentale,1,v.tr. e intr.
potere,fondamentale,2,s.m.
povero,fondamentale,,agg.
povertà,alto_uso,,s.f.inv.
pozzanghera,alta_disponibilita,,s.f.
pozzo,alto_uso,,s.m.
praghese,alta_disponibilita,,"agg., s.m. e f."
pranzo,fondamentale,,s.m.
prassi,alto_uso,,s.f.inv.
pratica,fondamentale,,s.f.
praticamente,fondamentale,,avv.
praticare,alto_uso,,v.tr. e intr.
pratico,fondamentale,,agg.
prato,alto_uso,,s.m.
precario,alto_uso,2,agg.
precedente,fondamentale,,"p.pres., agg., s.m."
precedentemente,alto_uso,,avv.
precedenza,alto_uso,,s.f.
precedere,alto_uso,,v.tr.
precipitare,alto_uso,,v.intr. e tr.
precisamente,alto_uso,,avv.
precisare,fondamentale,,v.tr.
precisione,alto_uso,,s.f.
preciso,fondamentale,1,"agg., avv."
preda,alto_uso,,s.f.
predisporre,alto_uso,,v.tr.
preferenza,alto_uso,,s.f.
preferire,fondamentale,,v.tr.
preferito,alto_uso,,"p.pass., agg., s.m."
pregare,fondamentale,,v.tr.
preghiera,alto_uso,,s.f.
pregiato,alta_disponibilita,,"p.pass., agg."
pregio,alto_uso,,s.m.
pregiudizio,alto_uso,,s.m.
prego,fondamentale,2,inter.
prelevare,alto_uso,,v.tr.
preliminare,alto_uso,,"agg., s.m."
prémaman,alta_disponibilita,,agg.inv.
premere,alto_uso,,v.tr. e intr.
premessa,alto_uso,,s.f.
premiare,alto_uso,,v.tr.
premier,alto_uso,,s.m. e f.inv.
premio,fondamentale,,"s.m., agg.inv."
prendere,alto_uso,,v.tr. e intr.
prenotare,alto_uso,,v.tr.
prenotazione,alta_disponibilita,,s.f.
preoccupare,fondamentale,,v.tr.
preoccupato,alto_uso,,"p.pass., agg."
preoccupazione,alto_uso,,s.f.
preparare,alto_uso,,v.tr.
preparazione,alto_uso,,s.f.
prepotente,alta_disponibilita,,"agg., s.m. e f."
presa,fondamentale,,s.f.
prescindere,alto_uso,,v.intr.
prescrivere,alto_uso,,v.tr.
prescrizione,alto_uso,,s.f.
presentare,alto_uso,,v.tr.
presentazione,alto_uso,,s.f.
presente,fondamentale,,"agg., s.m., avv."
presenza,fondamentale,,s.f.
presepe,alto_uso,,s.m.
preside,alta_disponibilita,,s.m. e f.
presidente,fondamentale,,"s.m. e f., agg."
presidenza,alto_uso,,s.f.
pressione,fondamentale,,s.f.
presso,fondamentale,1,"avv., prep., s.m., agg."
prestare,fondamentale,,v.tr.
prestazione,alto_uso,,s.f.
prestigio,alto_uso,,s.m.
prestigioso,alto_uso,,agg.
prestito,alto_uso,,s.m.
presto,fondamentale,4,"avv., inter., agg."
presumere,alto_uso,,v.tr.
presunto,alto_uso,,"p.pass., agg."
presupposto,alto_uso,,"p.pass., agg., s.m."
prete,fondamentale,,s.m.
pretendere,fondamentale,1,v.tr. e intr.
pretesa,alto_uso,,s.f.
pretesto,alto_uso,,s.m.
prevalentemente,alto_uso,,avv.
prevalere,alto_uso,,v.intr.
prevedere,fondamentale,,v.tr.
prevedibile,alto_uso,,agg.
prevenire,alto_uso,,v.tr.
preventivo,alto_uso,,"agg., s.m."
prevenzione,alto_uso,,s.f.
previdenza,alta_disponibilita,,s.f.
previsione,alto_uso,,s.f.
previsto,fondamentale,,"p.pass., agg., s.m."
prezioso,fondamentale,,"agg., s.m."
prezzemolo,alta_disponibilita,,s.m.
prezzo,fondamentale,,s.m.
prigione,alto_uso,1,s.f.
prigioniero,alto_uso,,"agg., s.m."
prima,fondamentale,1,"avv., agg.inv., s.m.inv."
prima,fondamentale,2,s.f.
primario,alto_uso,,"agg., s.m."
primavera,fondamentale,,"s.f., s.m.inv."
primizia,alta_disponibilita,,s.f.
primo,fondamentale,,"agg.num.ord., s.m., avv."
primula,alta_disponibilita,,s.f.
principale,fondamentale,,"agg., s.m. e f."
principalmente,alto_uso,,avv.
principe,fondamentale,,"s.m., agg."
principessa,alto_uso,,s.f.
principio,fondamentale,,s.m.
priorità,alto_uso,,s.f.inv.
privacy,alto_uso,,s.f.inv.
privare,alto_uso,1,v.tr.
privato,fondamentale,1,"agg., s.m."
privilegio,alto_uso,,s.m.
privo,alto_uso,,agg.
pro,alto_uso,2,"prep., s.m.inv., lat."
probabile,alto_uso,,agg.
probabilità,alto_uso,,s.f.inv.
probabilmente,fondamentale,,avv.
problema,fondamentale,,s.m.
problematico,alto_uso,,agg.
procedere,fondamentale,,v.intr.
procedimento,alto_uso,,s.m.
procedura,fondamentale,,s.f.
processo,fondamentale,,s.m.
proclamare,alto_uso,,v.tr.
procura,alto_uso,,s.f.
procurare,alto_uso,,"v.tr., v.intr."
procuratore,alto_uso,,s.m.
prodotto,fondamentale,,"p.pass., agg., s.m."
produrre,fondamentale,,v.tr.
produttivo,alto_uso,,agg.
produttore,alto_uso,,"agg., s.m."
produzione,fondamentale,,s.f.
prof,alto_uso,1,s.m. e f.inv.
professionale,fondamentale,,agg.
professione,alto_uso,,s.f.
professionista,alto_uso,,s.m. e f.
professore,alto_uso,,s.m.
professoressa,alto_uso,,s.f.
profeta,alto_uso,,s.m.
profilattico,alta_disponibilita,,"agg., s.m."
profilo,fondamentale,,s.m.
profitto,alto_uso,,s.m.
profondamente,alto_uso,,avv.
profondità,alto_uso,,s.f.inv.
profondo,fondamentale,,"agg., s.m., avv."
profumare,alto_uso,,v.tr. e intr.
profumato,alta_disponibilita,,"p.pass., agg."
profumo,alto_uso,,s.m.
progettare,alto_uso,,v.tr.
progettazione,alto_uso,,s.f.
progetto,fondamentale,,s.m.
programma,fondamentale,,s.m.
programmare,alto_uso,,v.tr.
programmazione,alto_uso,,s.f.
progressista,alta_disponibilita,,"agg., s.m. e f."
progressivo,alto_uso,,agg.
progresso,alto_uso,,s.m.
proibire,alto_uso,,v.tr.
proiettare,alto_uso,,v.tr.
proiettile,alto_uso,1,s.m.
proiezione,alto_uso,,s.f.
prolunga,alta_disponibilita,,s.f.
promessa,alto_uso,1,s.f.
promettere,fondamentale,,v.tr.
promozione,alto_uso,,s.f.
promuovere,alto_uso,,v.tr.
pronto,fondamentale,,agg.
pronuncia,alta_disponibilita,,s.f.
pronunciare,fondamentale,,v.tr.
propaganda,alto_uso,,s.f.
propagandare,alta_disponibilita,,v.tr.
proporre,alto_uso,,v.tr.
proporzione,alto_uso,,s.f.
proposito,fondamentale,,s.m.
proposizione,alta_disponibilita,,s.f.
proposta,fondamentale,,s.f.
proprietà,fondamentale,,s.f.inv.
proprietario,fondamentale,,"agg., s.m."
proprio,alto_uso,,"agg.poss., agg., avv., s.m."
prosa,alto_uso,1,s.f.
prosciugare,alta_disponibilita,,v.tr.
prosciutto,alto_uso,,s.m.
prosecco,alta_disponibilita,,s.m.
proseguire,fondamentale,,v.tr. e intr.
prospettiva,alto_uso,1,s.f.
prossimo,fondamentale,,"agg., s.m."
prostituta,alto_uso,,s.f.
protagonista,fondamentale,,"agg., s.m. e f."
proteggere,fondamentale,,v.tr.
proteina,alto_uso,,s.f.
protesta,alto_uso,,s.f.
protestare,alto_uso,,v.intr. e tr.
protetto,alto_uso,,"p.pass., agg., s.m."
protezione,alto_uso,,s.f.
protocollo,alto_uso,,s.m.
prova,fondamentale,,s.f.
provare,fondamentale,,v.tr.
provenienza,alto_uso,,s.f.
provenire,fondamentale,,v.intr.
provincia,fondamentale,,s.f.
provinciale,alto_uso,,"agg., s.m. e f."
provocare,fondamentale,,v.tr.
provola,alta_disponibilita,,s.f.
provolone,alta_disponibilita,,s.m.
provvedere,alto_uso,,v.intr. e tr.
provvedimento,alto_uso,,s.m.
provvisorio,alto_uso,,agg.
prudere,alta_disponibilita,,v.intr.
prugna,alta_disponibilita,,"s.f., s.m.inv., agg.inv."
prurito,alta_disponibilita,,s.m.
pseudonimo,alto_uso,,"s.m., agg."
psichiatra,alto_uso,,s.m. e f.
psichiatria,alta_disponibilita,,s.f.
psichico,alto_uso,,agg.
psicologia,alto_uso,,s.f.
psicologico,alto_uso,,agg.
psicologo,alto_uso,,s.m.
pub,alto_uso,,s.m.inv.
pubblicare,fondamentale,,v.tr.
pubblicazione,alto_uso,,s.f.
pubblicità,fondamentale,,s.f.inv.
pubblicitario,alto_uso,,"agg., s.m."
pubblico,fondamentale,,"agg., s.m."
pugilato,alta_disponibilita,,s.m.
pugliese,alta_disponibilita,,"agg., s.m. e f."
pugno,fondamentale,,s.m.
pulce,alta_disponibilita,,"s.f., s.m.inv., agg.inv."
pulcino,alta_disponibilita,,s.m.
puledro,alta_disponibilita,,s.m.
pulire,fondamentale,,"v.tr., v.intr."
pulito,alto_uso,,"p.pass., agg., s.m."
pulizia,alto_uso,,s.f.
pullman,alto_uso,,s.m.inv.
pullover,alta_disponibilita,,s.m.inv.
pulmino,alta_disponibilita,,s.m.
pulsante,alto_uso,,"p.pres., agg., s.m."
puma,alta_disponibilita,,s.m.inv.
pungere,alta_disponibilita,,v.tr.
punire,alto_uso,,v.tr.
punizione,alto_uso,,s.f.
punk,alta_disponibilita,,"agg. inv., s.m. e f.inv."
punta,fondamentale,1,s.f.
puntare,fondamentale,1,v.tr. e intr.
puntata,alto_uso,2,s.f.
puntato,alto_uso,2,"p.pass., agg."
punteggio,alta_disponibilita,,s.m.
puntiglio,alta_disponibilita,,s.m.
puntino,alto_uso,,s.m.
punto,fondamentale,1,s.m.
puntuale,alto_uso,,agg.
puntura,alta_disponibilita,,s.f.
pupa,alto_uso,1,s.f.
pupazzo,alta_disponibilita,,s.m.
pupo,alta_disponibilita,,s.m.
purché,alto_uso,,cong.
pure,fondamentale,,"avv., cong."
purè,alta_disponibilita,,s.m. e f.inv.
purga,alta_disponibilita,,s.f.
puro,fondamentale,,"agg., s.m."
purtroppo,fondamentale,,avv.
puttana,alto_uso,,s.f.
puzza,alto_uso,,s.f.
puzzare,alto_uso,,v.intr.
puzzle,alta_disponibilita,,s.m.inv.
qua,fondamentale,1,avv.
quaderno,alto_uso,,s.m.
quadrato,alto_uso,2,"p.pass., agg."
quadrifoglio,alta_disponibilita,,s.m.
quadro,fondamentale,,"agg., s.m."
quaglia,alta_disponibilita,,s.f.
qualche,fondamentale,,"agg.indef., avv."
qualcosa,fondamentale,,"pron.indef., s.m."
qualcuno,fondamentale,,"pron.indef.m., agg.indef., s.m."
quale,fondamentale,,"agg.interr., agg.escl., agg.rel., agg.indef., pron. interr., pron.rel., pron.indef., avv., s.m."
qualificare,alto_uso,,v.tr.
qualità,fondamentale,,s.f.inv.
qualora,alto_uso,,cong.
qualsiasi,fondamentale,,"agg.indef., agg.rel."
qualunque,alto_uso,,"agg.indef., agg.rel., pron.rel.indef."
quando,fondamentale,,"cong., avv., s.m."
quantità,fondamentale,,s.f.inv.
quantitativo,alto_uso,,"agg., s.m."
quanto,fondamentale,1,"agg. interr., agg.escl., agg.rel., pron.interr., pron.escl., pron.rel., avv., s.m."
quaranta,fondamentale,,"agg.num.card.inv., s.m.inv., s.m.pl."
quarta,alto_uso,,s.f.
